leto,podrocje,ime,URL,datum rojstva,drzava rojstva,nagrade
1926,Literatura,Grazia Deledda,https://en.wikipedia.org/wiki/Grazia_Deledda,1871-09-27,Kingdom of Italy,Nobel Prize in Literature
1927,Literatura,Henri Bergson,https://en.wikipedia.org/wiki/Henri_Bergson,1859-10-18,Second French Empire,Nobel Prize in Literature
1928,Literatura,Sigrid Undset,https://en.wikipedia.org/wiki/Sigrid_Undset,1882-05-20,Denmark [ 1 ],Nobel Prize in Literature
1929,Literatura,Thomas Mann,https://en.wikipedia.org/wiki/Thomas_Mann,1875-06-06,German Empire,Nobel Prize in Literature; Goethe Prize
1930,Literatura,Sinclair Lewis,https://en.wikipedia.org/wiki/Sinclair_Lewis,1885-02-07,U.S.,Nobel Prize in Literature
1931,Literatura,Erik Axel Karlfeldt,https://en.wikipedia.org/wiki/Erik_Axel_Karlfeldt,1864-07-20,Sweden,1931 Nobel Prize in Literature
1932,Literatura,John Galsworthy,https://en.wikipedia.org/wiki/John_Galsworthy,1867-08-14,England,Nobel Prize in Literature
1933,Literatura,Ivan Bunin,https://en.wikipedia.org/wiki/Ivan_Bunin,1870-10-22,Russian Empire [ 1 ],Nobel Prize in Literature; Pushkin Prize
1934,Literatura,Luigi Pirandello,https://en.wikipedia.org/wiki/Luigi_Pirandello,1867-06-28,Kingdom of Italy,Nobel Prize in Literature
1936,Literatura,Eugene O'Neill,https://en.wikipedia.org/wiki/Eugene_O%27Neill,1888-10-16,U.S.,Nobel Prize in Literature; Pulitzer Prize for Drama; Tony Award for Best Play
1937,Literatura,Roger Martin du Gard,https://en.wikipedia.org/wiki/Roger_Martin_du_Gard,1881-03-23,France,Nobel Prize in Literature
1938,Literatura,Pearl S. Buck,https://en.wikipedia.org/wiki/Pearl_S._Buck,1892-06-26,U.S.,Pulitzer Prize; Nobel Prize in Literature
1939,Literatura,Frans Eemil Sillanpää,https://en.wikipedia.org/wiki/Frans_Eemil_Sillanp%C3%A4%C3%A4,1888-09-16,Finland,1939 Nobel Prize in Literature
1940,Literatura,Cancelled due to World War II,https://en.wikipedia.org/wiki/Cancelled_due_to_World_War_II,,,
1941,Literatura,Cancelled due to World War II,https://en.wikipedia.org/wiki/Cancelled_due_to_World_War_II,,,
1942,Literatura,Cancelled due to World War II,https://en.wikipedia.org/wiki/Cancelled_due_to_World_War_II,,,
1944,Literatura,Johannes V. Jensen,https://en.wikipedia.org/wiki/Johannes_V._Jensen,1873-01-20,Denmark,Nobel Prize in Literature
1945,Literatura,Gabriela Mistral,https://en.wikipedia.org/wiki/Gabriela_Mistral,1889-04-07,Chile,Nobel Prize in Literature
1946,Literatura,Hermann Hesse,https://en.wikipedia.org/wiki/Hermann_Hesse,1877-07-02,German Empire,Gottfried-Keller-Preis; Goethe Prize; Nobel Prize in Literature; Wilhelm Raabe Literature Prize; Peace Prize of the German Book Trade
1947,Literatura,André Gide,https://en.wikipedia.org/wiki/Andr%C3%A9_Gide,1869-11-22,France,Nobel Prize in Literature
1948,Literatura,T. S. Eliot,https://en.wikipedia.org/wiki/T._S._Eliot,1888-09-26,U.S.,Nobel Prize in Literature; Order of Merit
1949,Literatura,William Faulkner,https://en.wikipedia.org/wiki/William_Faulkner,1897-09-25,U.S.,Nobel Prize in Literature; National Book Award (1951; 1955); National Book Award; Pulitzer Prize for Fiction (1955; 1963); Pulitzer Prize for Fiction
1950,Literatura,Bertrand Russell,https://en.wikipedia.org/wiki/Bertrand_Russell,1872-05-18,Monmouthshire [ a ],De Morgan Medal; Sylvester Medal; Nobel Prize in Literature; Kalinga Prize; Jerusalem Prize
1951,Literatura,Pär Lagerkvist,https://en.wikipedia.org/wiki/P%C3%A4r_Lagerkvist,1891-05-23,Sweden,Nobel Prize in Literature
1952,Literatura,François Mauriac,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Mauriac,1885-10-11,France,Grand Prix du roman de l'Académie française; Nobel Prize in Literature
1953,Literatura,Winston Churchill,https://en.wikipedia.org/wiki/Winston_Churchill,1874-11-30,England,Full list
1954,Literatura,Ernest Hemingway,https://en.wikipedia.org/wiki/Ernest_Hemingway,1899-07-21,U.S.,Pulitzer Prize for Fiction; Nobel Prize in Literature
1955,Literatura,Halldór Laxness,https://en.wikipedia.org/wiki/Halld%C3%B3r_Laxness,1902-04-23,Danish Iceland,Nobel Prize in Literature
1956,Literatura,Juan Ramón Jiménez,https://en.wikipedia.org/wiki/Juan_Ram%C3%B3n_Jim%C3%A9nez,1881-12-23,Spain,Nobel Prize in Literature
1957,Literatura,Albert Camus,https://en.wikipedia.org/wiki/Albert_Camus,1913-11-07,French Algeria,Nobel Prize in Literature
1958,Literatura,Boris Pasternak[d],https://en.wikipedia.org/wiki/Boris_Pasternak%5Bd%5D,,,
1959,Literatura,Salvatore Quasimodo,https://en.wikipedia.org/wiki/Salvatore_Quasimodo,1901-08-20,Kingdom of Italy,Nobel Prize in Literature
1960,Literatura,Saint-John Perse,https://en.wikipedia.org/wiki/Saint-John_Perse,1887-05-31,Guadeloupe,Nobel Prize in Literature
1961,Literatura,Ivo Andrić,https://en.wikipedia.org/wiki/Ivo_Andri%C4%87,1892-10-09,Austria-Hungary,Grand Officer of the Legion of Honour; Order of the German Eagle; Nobel Prize in Literature; Order of the Hero of Socialist Labour
1962,Literatura,John Steinbeck,https://en.wikipedia.org/wiki/John_Steinbeck,1902-02-27,U.S.,Pulitzer Prize for Fiction; Nobel Prize in Literature
1963,Literatura,Giorgos Seferis,https://en.wikipedia.org/wiki/Giorgos_Seferis,,,Nobel Prize in Literature
1964,Literatura,Jean-Paul Sartre[e],https://en.wikipedia.org/wiki/Jean-Paul_Sartre%5Be%5D,,,
1965,Literatura,Mikhail Sholokhov,https://en.wikipedia.org/wiki/Mikhail_Sholokhov,1905-05-24,Russian Empire [ 1 ],Nobel Prize in Literature; Lenin Prize; Stalin Prize
1966,Literatura,Shmuel Yosef Agnon,https://en.wikipedia.org/wiki/Shmuel_Yosef_Agnon,1887-08-08,Ukraine,Nobel Prize in Literature
1966,Literatura,Nelly Sachs,https://en.wikipedia.org/wiki/Nelly_Sachs,1891-12-10,German Empire,Nobel Prize in Literature; Droste-Preis
1967,Literatura,Miguel Ángel Asturias,https://en.wikipedia.org/wiki/Miguel_%C3%81ngel_Asturias,1899-10-19,Guatemala,Lenin Peace Prize; Nobel Prize in Literature
1968,Literatura,Yasunari Kawabata,https://en.wikipedia.org/wiki/Yasunari_Kawabata,1899-06-11,Japan,Nobel Prize in Literature
1969,Literatura,Samuel Beckett,https://en.wikipedia.org/wiki/Samuel_Beckett,1906-04-13,Ireland,Croix de Guerre; Prix International; Nobel Prize in Literature
1970,Literatura,Aleksandr Solzhenitsyn,https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn,1918-12-11,Russian SFSR,Nobel Prize in Literature; Templeton Prize; Lomonosov Gold Medal; State Prize of the Russian Federation; International Botev Prize; Order of St. Andrew (refused); Order of St. Andrew
1971,Literatura,Pablo Neruda,https://en.wikipedia.org/wiki/Pablo_Neruda,1904-07-12,Chile,International Peace Prize; Stalin Peace Prize; Nobel Prize in Literature
1972,Literatura,Heinrich Böll,https://en.wikipedia.org/wiki/Heinrich_B%C3%B6ll,1917-12-21,German Empire,Georg Büchner Prize; Nobel Prize in Literature
1973,Literatura,Patrick White,https://en.wikipedia.org/wiki/Patrick_White,1912-05-28,England,Miles Franklin Award ( 1957; 1961 ); Miles Franklin Award; 1957; 1961; ALS Gold Medal ( 1941; 1955; 1965 ); ALS Gold Medal; 1941; 1965; Australian of the Year ( 1973 ); Australian of the Year; 1973; Nobel Prize in Literature ( 1973 ); Nobel Prize in Literature
1974,Literatura,Eyvind Johnson,https://en.wikipedia.org/wiki/Eyvind_Johnson,1900-07-29,Sweden,Nobel Prize in Literature; Harry Martinson
1974,Literatura,Harry Martinson,https://en.wikipedia.org/wiki/Harry_Martinson,1904-05-06,Sweden,Nobel Prize in Literature; Eyvind Johnson
1975,Literatura,Eugenio Montale,https://en.wikipedia.org/wiki/Eugenio_Montale,1896-10-12,Kingdom of Italy,1975 Nobel Prize in Literature
1976,Literatura,Saul Bellow,https://en.wikipedia.org/wiki/Saul_Bellow,1915-06-10,Canada,National Book Award (1954; 1965; 1971); National Book Award; Nobel Prize in Literature; Pulitzer Prize for Fiction; National Medal of Arts
1977,Literatura,Vicente Aleixandre,https://en.wikipedia.org/wiki/Vicente_Aleixandre,1898-04-26,Spain,Nobel Prize in Literature
1978,Literatura,Isaac Bashevis Singer,https://en.wikipedia.org/wiki/Isaac_Bashevis_Singer,1903-11-11,Russian Empire,Nobel Prize in Literature
1979,Literatura,Odysseas Elytis,https://en.wikipedia.org/wiki/Odysseas_Elytis,1911-11-02,Republic of Crete,Nobel Prize in Literature
1980,Literatura,Czesław Miłosz,https://en.wikipedia.org/wiki/Czes%C5%82aw_Mi%C5%82osz,1911-06-30,Russian Empire,Neustadt International Prize for Literature; Nobel Prize in Literature; National Medal of Arts; Order of the White Eagle; Nike Award
1981,Literatura,Elias Canetti,https://en.wikipedia.org/wiki/Elias_Canetti,1905-07-25,Bulgaria,Nobel Prize in Literature
1982,Literatura,Gabriel García Márquez,https://en.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez,1927-03-06,Colombia,Neustadt International Prize for Literature 1972; Neustadt International Prize for Literature; Nobel Prize in Literature 1982; Nobel Prize in Literature
1983,Literatura,William Golding,https://en.wikipedia.org/wiki/William_Golding,1911-09-19,England,Booker Prize 1980; Booker Prize; Nobel Prize in Literature 1983; Nobel Prize in Literature; 1983; Knight Bachelor 1988; Knight Bachelor; 1988
1984,Literatura,Jaroslav Seifert,https://en.wikipedia.org/wiki/Jaroslav_Seifert,1901-09-23,Austria-Hungary,Nobel Prize in Literature
1985,Literatura,Claude Simon,https://en.wikipedia.org/wiki/Claude_Simon,1913-10-10,French Madagascar,Nobel Prize in Literature
1986,Literatura,Wole Soyinka,https://en.wikipedia.org/wiki/Wole_Soyinka,1934-07-13,British Nigeria,
1987,Literatura,Joseph Brodsky,https://en.wikipedia.org/wiki/Joseph_Brodsky,1940-05-24,Russia,Nobel Prize in Literature; Struga Poetry Evenings Golden Wreath Award
1988,Literatura,Naguib Mahfouz,https://en.wikipedia.org/wiki/Naguib_Mahfouz,1911-12-11,Khedivate of Egypt,Order of the Nile; Nobel Prize for Literature
1989,Literatura,Camilo José Cela,https://en.wikipedia.org/wiki/Camilo_Jos%C3%A9_Cela,1916-05-11,Spain,Nobel Prize in Literature 1989; Nobel Prize in Literature; Castelao Medal 1988; Castelao Medal; Creu de Sant Jordi 1986; Creu de Sant Jordi
1990,Literatura,Octavio Paz,https://en.wikipedia.org/wiki/Octavio_Paz,1914-03-31,Mexico,Miguel de Cervantes Prize; Nobel Prize in Literature
1991,Literatura,Nadine Gordimer,https://en.wikipedia.org/wiki/Nadine_Gordimer,1923-11-20,Union of South Africa,Booker Prize; Nobel Prize in Literature
1992,Literatura,Derek Walcott,https://en.wikipedia.org/wiki/Derek_Walcott,1930-01-23,British Empire,Nobel Prize in Literature; T. S. Eliot Prize
1993,Literatura,Toni Morrison,https://en.wikipedia.org/wiki/Toni_Morrison,1931-02-18,U.S.,Presidential Medal of Freedom; National Humanities Medal; Nobel Prize in Literature; Pulitzer Prize for Fiction
1994,Literatura,Kenzaburō Ōe,https://en.wikipedia.org/wiki/Kenzabur%C5%8D_%C5%8Ce,1935-01-31,Japan,Nobel Prize in Literature
1995,Literatura,Seamus Heaney,https://en.wikipedia.org/wiki/Seamus_Heaney,1939-04-13,Northern Ireland,
1996,Literatura,Wisława Szymborska,https://en.wikipedia.org/wiki/Wis%C5%82awa_Szymborska,1923-07-02,Poland,Goethe Prize; Herder Prize; Nobel Prize in Literature; Order of the White Eagle
1997,Literatura,Dario Fo,https://en.wikipedia.org/wiki/Dario_Fo,1926-03-24,Kingdom of Italy,Nobel Prize in Literature
1998,Literatura,José Saramago,https://en.wikipedia.org/wiki/Jos%C3%A9_Saramago,1922-11-16,Portugal,Camões Prize; Nobel Prize in Literature
1999,Literatura,Günter Grass,https://en.wikipedia.org/wiki/G%C3%BCnter_Grass,1927-10-16,Free City of Danzig,Georg Büchner Prize 1965; Georg Büchner Prize; Honorary Fellow of the Royal Society of Literature 1993; Royal Society of Literature; Nobel Prize in Literature 1999; Nobel Prize in Literature; Prince of Asturias Award for Literature 1999; Prince of Asturias Award for Literature
2000,Literatura,Gao Xingjian,https://en.wikipedia.org/wiki/Gao_Xingjian,1940-01-04,China,Nobel Prize in Literature
2001,Literatura,V. S. Naipaul,https://en.wikipedia.org/wiki/V._S._Naipaul,1932-08-17,Trinidad and Tobago,Booker Prize; Jerusalem Prize; Trinity Cross; Knight Bachelor; Nobel Prize in Literature
2002,Literatura,Imre Kertész,https://en.wikipedia.org/wiki/Imre_Kert%C3%A9sz,1929-11-09,Hungary,Nobel Prize in Literature
2003,Literatura,J. M. Coetzee,https://en.wikipedia.org/wiki/J._M._Coetzee,1940-02-09,Union of South Africa,
2004,Literatura,Elfriede Jelinek,https://en.wikipedia.org/wiki/Elfriede_Jelinek,1946-10-20,Austria,Georg Büchner Prize; Nobel Prize in Literature
2005,Literatura,Harold Pinter,https://en.wikipedia.org/wiki/Harold_Pinter,1930-10-10,England,Member of the Order of the Companions of Honour; Nobel Prize in Literature; Légion d'honneur; David Cohen Prize; Laurence Olivier Award
2006,Literatura,Orhan Pamuk,https://en.wikipedia.org/wiki/Orhan_Pamuk,1952-06-07,Turkey,
2007,Literatura,Doris Lessing,https://en.wikipedia.org/wiki/Doris_Lessing,1919-10-22,Persia,Somerset Maugham Award 1954; Somerset Maugham Award; Austrian State Prize for European Literature 1981; Austrian State Prize for European Literature; WH Smith Literary Award 1986; WH Smith Literary Award; Grinzane Cavour Prize 1989; Grinzane Cavour Prize; James Tait Black Memorial Prize 1995; James Tait Black Memorial Prize; David Cohen Prize 2001; David Cohen Prize; Premio Príncipe de Asturias 2001; Premio Príncipe de Asturias; Nobel Prize in Literature 2007; Nobel Prize in Literature
2008,Literatura,J. M. G. Le Clézio,https://en.wikipedia.org/wiki/J._M._G._Le_Cl%C3%A9zio,1940-04-13,France,Nobel Prize in Literature
2009,Literatura,Herta Müller,https://en.wikipedia.org/wiki/Herta_M%C3%BCller,1953-08-17,SR Romania,Kleist Prize; International Dublin Literary Award; Franz Werfel Human Rights Award; Nobel Prize in Literature
2010,Literatura,Mario Vargas Llosa,https://en.wikipedia.org/wiki/Mario_Vargas_Llosa,1936-03-28,Peru,Nobel Prize in Literature; 2010
2011,Literatura,Tomas Tranströmer,https://en.wikipedia.org/wiki/Tomas_Transtr%C3%B6mer,1931-04-15,Sweden,Nobel Prize in Literature
2012,Literatura,Mo Yan,https://en.wikipedia.org/wiki/Mo_Yan,1955-02-17,China,Nobel Prize in Literature
2013,Literatura,Alice Munro,https://en.wikipedia.org/wiki/Alice_Munro,1931-07-10,Canada,Governor General's Award 1968; 1978; 1986; Governor General's Award; Giller Prize 1998; 2004; Giller Prize; Man Booker International Prize 2009; Man Booker International Prize; Nobel Prize in Literature 2013; Nobel Prize in Literature; 2013
2014,Literatura,Patrick Modiano,https://en.wikipedia.org/wiki/Patrick_Modiano,1945-07-30,France,Grand Prix du roman de l'Académie française; Prix Goncourt; Prix mondial Cino Del Duca; Austrian State Prize for European Literature; Nobel Prize in Literature
2015,Literatura,Svetlana Alexievich,https://en.wikipedia.org/wiki/Svetlana_Alexievich,1948-05-31,Ukraine,Nobel Prize in Literature; Order of the Badge of Honour; Order of the Arts and Letters; Friedenspreis des Deutschen Buchhandels; Prix Médicis; Belarusian Democratic Republic 100th Jubilee Medal
2016,Literatura,Bob Dylan,https://en.wikipedia.org/wiki/Bob_Dylan,1941-05-24,U.S.,2016 Nobel Prize in Literature; (for others; see list ); list
2017,Literatura,Kazuo Ishiguro,https://en.wikipedia.org/wiki/Kazuo_Ishiguro,1954-11-08,Japan,Winifred Holtby Memorial Prize 1982 A Pale View of Hills; Winifred Holtby; A Pale View of Hills; Whitbread Prize 1985 An Artist of the Floating World; Whitbread Prize; Booker Prize 1989 The Remains of the Day; Booker Prize; Nobel Prize in Literature 2017; Nobel Prize in Literature
2018,Literatura,Olga Tokarczuk[h],https://en.wikipedia.org/wiki/Olga_Tokarczuk%5Bh%5D,,,
2019,Literatura,Peter Handke,https://en.wikipedia.org/wiki/Peter_Handke,1942-12-06,German Reich (now Austria,Georg Büchner Prize; Vilenica International Literary Prize; International Ibsen Award; Nobel Prize in Literature
2020,Literatura,Louise Glück,https://en.wikipedia.org/wiki/Louise_Gl%C3%BCck,1943-04-22,U.S.,Pulitzer Prize for Poetry; Bollingen Prize; U.S. Poet Laureate (2003–2004); U.S. Poet Laureate; National Book Award; National Humanities Medal; Nobel Prize in Literature
2021,Literatura,Abdulrazak Gurnah,https://en.wikipedia.org/wiki/Abdulrazak_Gurnah,1948-12-20,20 December 1948 (age 76) Sultanate of Zanzibar,Nobel Prize in Literature
2022,Literatura,Annie Ernaux,https://en.wikipedia.org/wiki/Annie_Ernaux,1940-09-01,France,Nobel Prize in Literature
2023,Literatura,Jon Fosse,https://en.wikipedia.org/wiki/Jon_Fosse,1959-09-29,Norway,Nobel Prize in Literature
2024,Literatura,Han Kang,https://en.wikipedia.org/wiki/Han_Kang,1970-11-27,South Korea,Yi Sang Literary Award; International Booker Prize; Prix Médicis étranger; Nobel Prize in Literature; 2024
1901,Mir,Henry Dunant,https://en.wikipedia.org/wiki/Henry_Dunant,1828-05-08,Switzerland,Nobel Peace Prize
1901,Mir,Frédéric Passy,https://en.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric_Passy,1822-05-20,France,Legion of Honour; Nobel Peace Prize
1902,Mir,Élie Ducommun,https://en.wikipedia.org/wiki/%C3%89lie_Ducommun,1833-02-19,19 February 1833 Geneva,Nobel Peace Prize
1902,Mir,Charles Albert Gobat,https://en.wikipedia.org/wiki/Charles_Albert_Gobat,1843-05-21,Switzerland,Nobel Peace Prize
1903,Mir,Randal Cremer,https://en.wikipedia.org/wiki/Randal_Cremer,,,Nobel Peace Prize; Knight of the Order of St. Olav; Order of St. Olav; Chevalier of the Legion of Honour; Legion of Honour; Knight Bachelor
1904,Mir,Institut de Droit International,https://en.wikipedia.org/wiki/Institut_de_Droit_International,,,
1905,Mir,Bertha von Suttner,https://en.wikipedia.org/wiki/Bertha_von_Suttner,1843-06-09,Austrian Empire,Nobel Peace Prize
1906,Mir,Theodore Roosevelt,https://en.wikipedia.org/wiki/Theodore_Roosevelt,1858-10-27,U.S.,Medal of Honor; posthumous
1907,Mir,Ernesto Teodoro Moneta,https://en.wikipedia.org/wiki/Ernesto_Teodoro_Moneta,1833-09-20,Austrian Empire,Nobel Peace Prize
1907,Mir,Louis Renault,https://en.wikipedia.org/wiki/Louis_Renault,,,
1908,Mir,Klas Pontus Arnoldson,https://en.wikipedia.org/wiki/Klas_Pontus_Arnoldson,1844-10-27,Sweden,Nobel Peace Prize
1908,Mir,Fredrik Bajer,https://en.wikipedia.org/wiki/Fredrik_Bajer,1837-04-21,Denmark,Nobel Peace Prize
1909,Mir,Auguste Beernaert,https://en.wikipedia.org/wiki/Auguste_Beernaert,1829-07-26,United Kingdom of the Netherlands (now Belgium,
1909,Mir,Paul Henri Balluet d'Estournelles de Constant,https://en.wikipedia.org/wiki/Paul_Henri_Balluet_d%27Estournelles_de_Constant,1852-11-22,France,1909 Nobel Peace Prize
1910,Mir,International Peace Bureau,https://en.wikipedia.org/wiki/International_Peace_Bureau,,,
1911,Mir,Tobias Asser,https://en.wikipedia.org/wiki/Tobias_Asser,1838-04-28,Netherlands,Nobel Peace Prize
1911,Mir,Alfred Hermann Fried,https://en.wikipedia.org/wiki/Alfred_Hermann_Fried,1864-11-11,Austrian Empire,
1912,Mir,Elihu Root,https://en.wikipedia.org/wiki/Elihu_Root,1845-02-15,U.S.,Nobel Peace Prize
1913,Mir,Henri La Fontaine,https://en.wikipedia.org/wiki/Henri_La_Fontaine,1854-04-22,Belgium,
1917,Mir,International Committee of the Red Cross,https://en.wikipedia.org/wiki/International_Committee_of_the_Red_Cross,,,
1919,Mir,Woodrow Wilson,https://en.wikipedia.org/wiki/Woodrow_Wilson,1856-12-28,U.S.,Nobel Peace Prize
1920,Mir,Léon Bourgeois,https://en.wikipedia.org/wiki/L%C3%A9on_Bourgeois,1851-05-21,21 May 1851 Paris,Nobel Peace Prize
1921,Mir,Hjalmar Branting,https://en.wikipedia.org/wiki/Hjalmar_Branting,1860-11-23,Sweden,
1921,Mir,Christian Lous Lange,https://en.wikipedia.org/wiki/Christian_Lous_Lange,1869-09-17,Norway,[ 1 ]
1922,Mir,Fridtjof Nansen,https://en.wikipedia.org/wiki/Fridtjof_Nansen,1861-10-10,Norway,Nobel Peace Prize; Constantine Medal; Cullum Geographical Medal; Great Gold Medal of Exploration and Journeys of Discovery; Patron's Medal; Vega Medal
1925,Mir,Austen Chamberlain,https://en.wikipedia.org/wiki/Austen_Chamberlain,1863-10-16,England,
1925,Mir,Charles G. Dawes,https://en.wikipedia.org/wiki/Charles_G._Dawes,1865-08-27,U.S.,Army Distinguished Service Medal
1926,Mir,Aristide Briand,https://en.wikipedia.org/wiki/Aristide_Briand,1862-03-28,France,
1926,Mir,Gustav Stresemann,https://en.wikipedia.org/wiki/Gustav_Stresemann,1878-05-10,German Empire,Nobel Peace Prize
1927,Mir,Ferdinand Buisson,https://en.wikipedia.org/wiki/Ferdinand_Buisson,1841-12-20,France [ 1 ],
1927,Mir,Ludwig Quidde,https://en.wikipedia.org/wiki/Ludwig_Quidde,1858-03-23,23 March 1858 Free City of Bremen,
1929,Mir,Frank B. Kellogg,https://en.wikipedia.org/wiki/Frank_B._Kellogg,1856-12-22,U.S.,Legion of Honour
1930,Mir,Nathan Söderblom,https://en.wikipedia.org/wiki/Nathan_S%C3%B6derblom,1866-01-15,Sweden,
1931,Mir,Jane Addams,https://en.wikipedia.org/wiki/Jane_Addams,1860-09-06,U.S.,Nobel Peace Prize
1931,Mir,Nicholas Murray Butler,https://en.wikipedia.org/wiki/Nicholas_Murray_Butler,1862-04-02,U.S.,
1933,Mir,Norman Angell,https://en.wikipedia.org/wiki/Norman_Angell,1872-12-26,England,
1934,Mir,Arthur Henderson,https://en.wikipedia.org/wiki/Arthur_Henderson,,,
1935,Mir,Carl von Ossietzky,https://en.wikipedia.org/wiki/Carl_von_Ossietzky,1889-10-03,Germany,Nobel Peace Prize
1936,Mir,Carlos Saavedra Lamas,https://en.wikipedia.org/wiki/Carlos_Saavedra_Lamas,1878-11-01,Argentina,Nobel Peace Prize; Legion of Honour
1937,Mir,"Robert Cecil, 1st Viscount Cecil of Chelwood",https://en.wikipedia.org/wiki/Robert_Cecil%2C_1st_Viscount_Cecil_of_Chelwood,1864-09-14,England,Nobel Peace Prize
1938,Mir,Nansen International Office for Refugees,https://en.wikipedia.org/wiki/Nansen_International_Office_for_Refugees,,,
1940,Mir,Cancelled due to World War II,https://en.wikipedia.org/wiki/Cancelled_due_to_World_War_II,,,
1941,Mir,Cancelled due to World War II,https://en.wikipedia.org/wiki/Cancelled_due_to_World_War_II,,,
1942,Mir,Cancelled due to World War II,https://en.wikipedia.org/wiki/Cancelled_due_to_World_War_II,,,
1944,Mir,International Committee of the Red Cross,https://en.wikipedia.org/wiki/International_Committee_of_the_Red_Cross,,,
1945,Mir,Cordell Hull,https://en.wikipedia.org/wiki/Cordell_Hull,1871-10-02,U.S.,Nobel Peace Prize
1946,Mir,Emily Greene Balch,https://en.wikipedia.org/wiki/Emily_Greene_Balch,1867-01-08,U.S.,
1946,Mir,John Mott,https://en.wikipedia.org/wiki/John_Mott,1865-05-25,U.S.,Nobel Peace Prize
1947,Mir,Friends Service Council,https://en.wikipedia.org/wiki/Friends_Service_Council,,,
1947,Mir,American Friends Service Committee,https://en.wikipedia.org/wiki/American_Friends_Service_Committee,,,
1948,Mir,None[c],https://en.wikipedia.org/wiki/None%5Bc%5D,,,
1949,Mir,John Boyd Orr,https://en.wikipedia.org/wiki/John_Boyd_Orr,1880-09-23,Scotland,Bellahouston Gold Medal; Elected FRSE; 1924 [ 1 ]; FRSE; [ 1 ]; Elected FRS; 1932 [ 2 ]; FRS; [ 2 ]; Knighted; 1935 [ 3 ]; [ 3 ]; Nobel Peace Prize; 1949
1950,Mir,Ralph Bunche,https://en.wikipedia.org/wiki/Ralph_Bunche,1904-08-07,U.S.,
1951,Mir,Léon Jouhaux,https://en.wikipedia.org/wiki/L%C3%A9on_Jouhaux,1879-07-01,France,Nobel Peace Prize; Legion of Honour
1952,Mir,Albert Schweitzer,https://en.wikipedia.org/wiki/Albert_Schweitzer,1875-01-14,German Empire,Goethe Prize; Nobel Peace Prize; James Cook Medal
1953,Mir,George Marshall,https://en.wikipedia.org/wiki/George_Marshall,1880-12-31,U.S.,Army Distinguished Service Medal; Silver Star; Croix de Guerre
1954,Mir,United Nations High Commissioner for Refugees,https://en.wikipedia.org/wiki/United_Nations_High_Commissioner_for_Refugees,,,
1957,Mir,Lester B. Pearson,https://en.wikipedia.org/wiki/Lester_B._Pearson,1897-04-23,Canada,Nobel Peace Prize
1958,Mir,Dominique Pire,https://en.wikipedia.org/wiki/Dominique_Pire,1910-02-10,Belgium,
1959,Mir,Philip Noel-Baker,https://en.wikipedia.org/wiki/Philip_Noel-Baker,,,Nobel Peace Prize
1960,Mir,Albert Lutuli,https://en.wikipedia.org/wiki/Albert_Lutuli,,,Isitwalandwe Medal; Nobel Peace Prize; United Nations Prize in the Field of Human Rights [ 1 ]; United Nations Prize in the Field of Human Rights; [ 1 ]
1961,Mir,Dag Hammarskjöld,https://en.wikipedia.org/wiki/Dag_Hammarskj%C3%B6ld,1905-07-29,Sweden,
1962,Mir,Linus Pauling,https://en.wikipedia.org/wiki/Linus_Pauling,1901-02-28,U.S.,ACS Award in Pure Chemistry; Irving Langmuir Award; Davy Medal; Nobel Prize in Chemistry; Nobel Peace Prize; Roebling Medal; Lenin Peace Prize (1968–1969); Lenin Peace Prize; National Medal of Science; Lomonosov Gold Medal; NAS Award in Chemical Sciences; Priestley Medal; Vannevar Bush Award
1963,Mir,International Committee of the Red Cross,https://en.wikipedia.org/wiki/International_Committee_of_the_Red_Cross,,,
1963,Mir,League of Red Cross societies,https://en.wikipedia.org/wiki/League_of_Red_Cross_societies,,,
1964,Mir,Martin Luther King Jr.,https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.,1929-01-15,U.S.,Nobel Peace Prize; Presidential Medal of Freedom ( posthumous; 1977); Presidential Medal of Freedom; posthumous; Congressional Gold Medal (posthumous; 2004); Congressional Gold Medal
1965,Mir,United Nations International Children's Emergency Fund,https://en.wikipedia.org/wiki/United_Nations_International_Children%27s_Emergency_Fund,,,
1968,Mir,René Cassin,https://en.wikipedia.org/wiki/Ren%C3%A9_Cassin,1887-04-05,France,
1969,Mir,International Labour Organization,https://en.wikipedia.org/wiki/International_Labour_Organization,,,
1970,Mir,Norman Borlaug,https://en.wikipedia.org/wiki/Norman_Borlaug,1914-03-25,U.S.,Nobel Peace Prize; Order of the Aztec Eagle; Presidential Medal of Freedom; ForMemRS  [ 1 ]; ForMemRS; [ 1 ]; Vannevar Bush Award; Public Welfare Medal; National Medal of Science; Congressional Gold Medal; Padma Vibhushan
1971,Mir,Willy Brandt,https://en.wikipedia.org/wiki/Willy_Brandt,1913-12-18,Germany,Nobel Peace Prize
1973,Mir,Henry Kissinger,https://en.wikipedia.org/wiki/Henry_Kissinger,1923-05-27,Germany,Bronze Star
1973,Mir,Lê Đức Thọ[f],https://en.wikipedia.org/wiki/L%C3%AA_%C4%90%E1%BB%A9c_Th%E1%BB%8D%5Bf%5D,,,
